Price,Area,Bedrooms,Bathrooms,Property_Type,Furnishing,Latitude,Longitude,Locality,Nearest_Hospital_km,Nearest_School_km,Nearest_Metro_km,Nearest_Bus_Stop_km,Nearest_Park_km,Nearest_Mall_km,Crime_Rate,Population_Density,Literacy_Rate,Household_Count,AQI,PM2.5,PM10,Price_Per_Sqft,Price_Per_Sqft_Outlier,Price_Tier,Is_Well_Connected,Amenity_Access_Score,Price_vs_Locality_Median_Pct,Price_Outlier
6600283,757,2,2,Apartment,Unfurnished,19.24440956,73.12325287,Kalyan,2.833721636671961,1.1897510767604718,8.864613500608526,0.2899101337611734,1.77713229914964,3.7247470840971952,106.3063063063063,12594.28590162527,86.01325845671394,2400000.0,134.26859619354903,61.64893959025062,97.78476816715448,8719.0,False,Budget,1,28.8,20.7,False
6169841,652,2,2,Apartment,Unfurnished,19.2572937,73.14887238,Kalyan,1.8726994009419005,1.8930732981768044,10.639260426797849,0.5163742498631307,2.456843321962628,4.2362328243510685,106.3063063063063,12230.253341598613,87.7685235213937,2400000.0,131.42509425906383,52.3189871325604,105.0773832998854,9462.946319018403,False,Budget,0,18.6,31.0,False
4599936,396,1,1,Apartment,Unfurnished,19.20902634,73.08127594,Dombivali,0.5828266294594706,2.180768750884842,7.105866037859138,0.7557796872664972,4.731536716033522,1.8050770563178649,106.3063063063063,10389.10634950028,88.04269576171548,2400000.0,121.12391027178568,50.795766699366936,101.76323214682964,11616.0,False,Budget,0,23.5,63.9,False
51980000,1130,3,3,Apartment,Unfurnished,19.09784126,72.85115814,Ville Parle,5.617318720454346,1.2595124518135428,3.775648654545325,1.2379884972024802,3.762368083169218,6.677770460179348,162.5668449197861,19638.36535063244,91.44327128145088,2100000.0,135.0120893861035,59.62621299327654,100.27514994825584,46000.0,False,Luxury,0,10.1,21.2,False
3915000,435,1,1,Apartment,Unfurnished,19.42060089,72.80931854,Nala Sopara,3.678548568435137,0.822869124959746,7.676856697274681,0.9367070416790716,2.117807509681789,6.5975507737703145,143.81270903010034,1262.2569688527556,77.92470274232254,550000.0,111.28840281465789,47.364497684128565,85.53827252774366,9000.0,False,Budget,0,16.1,71.0,False
4900320,720,1,1,Apartment,Unfurnished,18.96756172,73.02495575,Ulwe,4.604575015461567,0.6117488577871885,15.050569317543395,0.2013009750207827,1.3598379112049537,6.44905570553591,215.3846153846154,1906.4107068399164,83.08475443799622,520000.0,130.12697833969634,55.891712412197045,85.29701206212424,6806.0,False,Budget,1,39.2,-21.7,False
14000000,652,2,2,Apartment,Unfurnished,19.13776207,72.86013031,Jogeshwari,1.1215715650824714,0.6211672995919337,5.046411452590619,0.8019531662026315,2.747424741640637,3.437431277725867,162.5668449197861,22648.898134964275,91.2513265400756,2100000.0,141.2633833939424,64.66620704752032,104.88996266864156,21472.39263803681,False,Premium,0,25.2,7.4,False
16400255,565,2,2,Apartment,Unfurnished,19.0322113,72.89522552,Chembur,2.2934912930915305,1.287752269126644,10.684520679866736,1.472565504564166,3.54028382934624,10.048060027442514,162.5668449197861,19365.05124625945,88.01700563230996,2100000.0,151.4600919150165,69.1615189955479,96.16455434358318,29027.0,False,Premium,0,9.4,28.7,False
74998440,1770,3,3,Apartment,Unfurnished,19.00825882,73.01303101,Nerul,3.0407111726707945,1.6056194158096242,13.399081341198738,0.5695553012764552,2.854067578236444,6.476638193274279,215.3846153846154,2115.872581637033,81.61756906231183,520000.0,103.3183563365654,55.39322787981235,84.30977455478656,42372.0,False,Luxury,0,15.4,117.6,False
65900000,2600,4,5,Apartment,Unfurnished,19.18447304,72.94075775,Mulund,1.0543920036585728,1.252163495898204,2.114809091745649,1.1300539989775316,0.8525184100936485,6.50151114260996,162.5668449197861,19451.66383434132,91.04408077577762,2100000.0,129.5736671789468,71.18549957823161,95.46036349089675,25346.153846153848,False,Luxury,0,24.6,28.4,False
3000000,590,1,1,Apartment,Unfurnished,19.41750526,72.81793976,Nallasopara W,2.829744234687955,0.8114360645743222,8.36672730529803,0.7700344253247688,2.2797184102339143,7.52434588599431,143.81270903010034,1141.2396039489856,78.54211659206635,550000.0,108.90090161586296,56.603217647832665,90.02986484401454,5084.745762711865,False,Budget,0,17.9,0.0,False
19000000,1685,3,3,Apartment,Unfurnished,18.97142792,73.01415253,Ulwe,4.355227298120973,0.4005198645774406,15.880977432127343,0.5766887782334469,1.5626220176272363,7.339557148533789,215.3846153846154,1953.9056812769225,82.71889637260502,520000.0,106.96366458701996,59.120753359617,95.7748742864685,11275.964391691394,False,Premium,0,28.1,29.8,False
4350192,484,1,1,Apartment,Unfurnished,19.24440956,73.12325287,Kalyan,2.833721636671961,1.1897510767604718,8.864613500608526,0.2899101337611734,1.77713229914964,3.7247470840971952,106.3063063063063,11281.965324457133,89.06546120881798,2400000.0,138.11781782262202,50.22251071877961,88.38884531500494,8988.0,False,Budget,1,28.8,24.4,False
7564352,801,2,2,Apartment,Unfurnished,19.2572937,73.14887238,Kalyan,1.8726994009419005,1.8930732981768044,10.639260426797849,0.5163742498631307,2.456843321962628,4.2362328243510685,106.3063063063063,12468.681465278452,87.40851177836562,2400000.0,129.05858496045283,62.512860285652565,96.63247547157782,9443.6354556804,False,Mid-Range,0,18.6,30.7,False
4799800,412,1,1,Apartment,Unfurnished,19.20902634,73.08127594,Dombivali,0.5828266294594706,2.180768750884842,7.105866037859138,0.7557796872664972,4.731536716033522,1.8050770563178649,106.3063063063063,10047.37928574225,86.73411482684371,2400000.0,114.18631924269076,57.19663632135467,88.61164003309737,11650.0,False,Budget,0,23.5,64.4,False
41007620,891,3,3,Apartment,Unfurnished,19.09784126,72.85115814,Ville Parle,5.617318720454346,1.2595124518135428,3.775648654545325,1.2379884972024802,3.762368083169218,6.677770460179348,162.5668449197861,18379.74403133356,88.11144851758331,2100000.0,139.3247178186523,59.85236953295845,112.4380983851815,46024.26487093154,False,Luxury,0,10.1,21.3,False
3510000,390,1,1,Apartment,Unfurnished,19.42060089,72.80931854,Nala Sopara,3.678548568435137,0.822869124959746,7.676856697274681,0.9367070416790716,2.117807509681789,6.5975507737703145,143.81270903010034,1250.2215462281172,79.0530676379464,550000.0,121.88724448616716,45.06671228474868,88.23050373527197,9000.0,False,Budget,0,16.1,71.0,False
7600395,1095,2,2,Apartment,Unfurnished,18.96756172,73.02495575,Ulwe,4.604575015461567,0.6117488577871885,15.050569317543395,0.2013009750207827,1.3598379112049537,6.44905570553591,215.3846153846154,2131.339601323831,83.93062014809935,520000.0,115.00387053520116,58.12453274826014,95.12152823031906,6941.0,False,Mid-Range,1,39.2,-20.1,False
9900000,463,1,1,Apartment,Unfurnished,19.13776207,72.86013031,Jogeshwari,1.1215715650824714,0.6211672995919337,5.046411452590619,0.8019531662026315,2.747424741640637,3.437431277725867,162.5668449197861,23294.107797013367,88.94206542797284,2100000.0,147.06721322914143,70.33915478141753,111.86849929778558,21382.28941684665,False,Mid-Range,0,25.2,6.9,False
12001385,415,1,1,Apartment,Unfurnished,19.0322113,72.89522552,Chembur,2.2934912930915305,1.287752269126644,10.684520679866736,1.472565504564166,3.54028382934624,10.048060027442514,162.5668449197861,20671.763168407764,88.94464775392578,2100000.0,141.088680187685,70.57650245768383,114.40458712788696,28919.0,False,Premium,0,9.4,28.2,False
4500000,750,1,1,Apartment,Unfurnished,19.14541054,73.0394516,Shil Phata,3.555521469227353,1.0909670803346054,6.094090228086905,0.6182240191072593,1.9050545603665887,6.867338140934709,215.3846153846154,1842.9881173201543,82.76942641217339,520000.0,117.8147986809794,50.67957261389452,89.06988251632308,6000.0,False,Budget,0,18.3,-16.0,False
16500000,750,1,2,Apartment,Semi-Furnished,19.11713028,72.89370728,Powai,4.813541160659647,1.4936978412059143,7.817036508498263,0.869514577031042,1.6055343068472672,4.262543432012341,162.5668449197861,21389.25344184284,88.61914156908242,2100000.0,145.1648503123206,67.91072893384991,98.18864358202242,22000.0,False,Premium,0,14.1,-16.0,False
33200000,1104,3,2,Apartment,Semi-Furnished,19.1196804,72.89414978,Powai,4.651410795593224,1.5758573358419072,7.882194421378998,1.1280899828244302,1.6296780645814557,3.990896660246429,162.5668449197861,22491.27903346917,88.91921697541652,2100000.0,126.49361238892172,61.98818610579275,102.87896642967544,30072.463768115944,False,Luxury,0,12.2,14.8,False
14400000,1625,3,3,Apartment,Semi-Furnished,19.0367775,73.09087372,Kalamboli,3.7780380106073497,0.4760835481960018,10.34844102998457,0.6168817060701915,2.061850184449104,5.0292447295980045,215.3846153846154,1731.399222102654,83.57940120164454,520000.0,103.51592970188464,57.21715583188319,90.23716443226408,8861.538461538461,False,Premium,0,25.2,13.5,False
11500000,1330,2,2,Apartment,Semi-Furnished,19.0371151,73.08891296,Kalamboli,3.600014892698785,0.6066469972404916,10.533131151917363,0.5174653412072253,1.9378519807402848,5.02437607011892,215.3846153846154,1774.500345858835,81.9598730679741,520000.0,124.43873810559414,61.243819652346005,87.4650435848277,8646.616541353384,False,Mid-Range,0,24.7,10.8,False
10800000,1139,2,2,Apartment,Semi-Furnished,19.0348835,73.0936203,Kalamboli,3.6178775267166574,0.2747648086738454,9.991479247186888,0.5835958352694527,2.1697070581219147,4.899127912864257,215.3846153846154,1993.949586726296,82.31760655562506,520000.0,131.9044119460433,53.71988861499796,101.52788805789112,9482.00175592625,False,Mid-Range,0,33.4,21.5,False
36000000,1050,3,3,Apartment,Semi-Furnished,19.14082718,72.81272888,Andheri,4.063504105852313,1.2353449972565684,3.094881510720621,1.1916868077206348,1.9880350805971936,3.5424106162770275,162.5668449197861,22867.879862926533,89.67200625931524,2100000.0,148.07361783701077,64.76566461497367,108.3638957874582,34285.71428571428,False,Luxury,0,14.3,37.1,False
5500000,540,1,1,Apartment,Unfurnished,19.1553669,72.88744354,Goregaon,2.867495874536031,3.788147008738017,5.465312720347839,1.954403011933855,1.6028599443460323,0.0449701966494898,162.5668449197861,20669.301275638976,87.81406806663098,2100000.0,132.33897227416062,58.20213219488681,99.68121993214103,10185.185185185184,False,Budget,0,63.2,-50.1,False
9500001,600,1,1,Apartment,Unfurnished,19.231287,72.85652161,Borivali,4.350224612109742,2.1454983781121824,7.804475467888538,1.1287850875282617,2.89298210191829,4.686532828452643,162.5668449197861,19010.003603907528,88.99147868444477,2100000.0,136.11330892903766,65.2043739139122,105.5124589334722,15833.335,False,Mid-Range,0,8.7,-25.8,False
3200000,412,1,1,Apartment,Semi-Furnished,19.22118759,73.09005737,Andheri,2.184612979599747,0.6766055266614374,6.901764431601896,0.6251794630218147,3.304461905328977,3.126678608563521,162.5668449197861,23071.0169646283,89.83287552400056,2100000.0,125.5463972473094,65.20981759476294,105.08093367903,7766.990291262135,False,Budget,0,22.8,-68.9,False
7500000,410,1,1,Apartment,Unfurnished,19.19770813,72.87263489,Kandivali,2.4506196407166723,0.5117092470641911,5.2476252632774925,0.5103143956421248,3.344511151284316,3.0470057952767973,162.5668449197861,18045.28714691801,88.03699763991891,2100000.0,143.61535570459208,65.33556952326026,101.01038096140768,18292.682926829268,False,Mid-Range,0,27.8,-7.4,False
